DeviceID,BatteryWear,SessionQuality,Recommendations,Click,WatchTime,InteractionQuality
1,0.189235,0.800233,1.096677,9.059301,91.516128,524.784458
3,0.42298,0.790914,1.041556,8.773957,88.374966,508.157372
1,0.128363,0.8106916600000003,1.130363,9.303307,93.22647,533.548756
1,0.19341,0.695233,1.037746,7.979137,80.900255,464.420209
6,1.755655,1.961697,1.644021,12.978375,136.686949,788.524047
7,2.550188,1.400626,1.050611,8.575765,91.506508,527.892026
5,1.068237,1.009322,0.558062,4.534169,50.106278,290.721321
2,0.324875,1.716704,1.919476,16.156871,164.345887,944.359366
1,0.130009,0.546068,1.159671,9.858608,96.65411,552.834176
4,0.73099,0.587263,0.790016,6.751789,67.927105,390.196886
2,0.388157,0.418455,0.605706,4.878904,48.761965,280.16043
1,0.083911,0.755961,1.171595,9.101678,90.81364,520.175195
2,0.289919,1.066817,0.954213,8.02754,83.840016,483.352298
1,0.101394,1.042002,1.87697,15.6763,155.091128,887.607472
6,1.725586,1.061557,0.870783,6.219836,66.330312,383.150294
2,0.332223,0.568688,0.715372,5.560932,56.641221,325.203047
4,0.613997,1.2544699600000004,1.430921,11.51437,118.44320546000009,679.996034
2,0.290302,1.100595,1.447898,11.978018,121.435307,696.668111
3,0.42097,1.2909770900000002,1.069788,8.493709,89.275336,515.198486
3,0.481531,0.469022,1.310676,10.784714,105.172084,599.907012
1,0.179688,1.10981028,0.985038,8.032501,83.977653,484.286688
7,2.512461,0.6796227999999996,1.098061,8.984364,89.165513,510.610412
5,1.115002,0.853057,1.593601,12.844716,126.731854,725.110559
6,1.730754,1.238308,1.284189,10.326123,106.614716,613.882839
6,1.744505,1.037109,0.934532,7.268434,76.285183,439.698343
3,0.554841,0.711332,1.717629,14.305292,139.736043,798.039665
6,1.825111,1.002512,0.388314,3.428145,39.808439,232.661879
1,0.111242,0.541932,2.272384,18.416194,177.705744,1012.71357
1,0.217707,1.584243,0.505411,4.772841,55.87389192000005,327.311661
1,0.21679,0.921167,0.778149,6.286108,65.550408,377.093861
2,0.278981,1.4938888100000003,0.983766,8.718308,93.900421,543.169054
2,0.377333,0.810088,0.943091,7.514221,76.799299,440.568388
2,0.413291,0.811046,1.495655,11.513568,114.170539,653.085538
5,1.050034,0.736626,0.65499,5.558,57.357529,329.87528
2,0.290519,1.419734,1.109941,9.245331,97.171001,560.415986
2,0.387278,0.752938,0.793513,6.552308,67.016567,385.155481
3,0.484743,1.294129,1.125308,9.015641,93.970962,541.674657
1,0.203794,0.858146,0.974424,8.015424,81.050228,466.011581
5,1.123191,0.5535750300000005,1.037874,8.347577,82.431005,471.141577
1,0.195755,0.796024,0.802543,6.492014,67.323399,386.627547
7,2.482224,0.623976,0.815442,7.055891,70.35924096999999,404.430506
5,1.158527,1.013653,1.121771,9.317083,95.192648,547.177149
1,0.2347,0.621162,1.458613,12.262954,119.738708,683.879122
1,0.164751,1.3704292600000005,0.787169,6.393529,70.585141,409.980081
5,1.103988,0.964225,0.706447,5.684317,60.49432051999993,349.127577
4,0.609924,0.931426,1.278112,10.070251,101.47897,582.54643
4,0.712192,1.29999,0.987083,7.985546,85.438808,492.813418
5,1.134764,1.470442,1.394031,10.158366,106.175034,612.196135
1,0.173111,0.991993,0.69606,5.499449,58.659003,340.006266
2,0.392612,0.7584793199999996,0.490772,4.011212,42.794854,248.247142
1,0.159517,0.491847,0.807993,6.883333,68.858806,394.542272
6,1.786318,0.760013,0.735988,5.957073,60.971245,351.296685
3,0.420185,0.781231,0.968976,8.123432,81.908153,470.798478
2,0.335217,1.0668616700000004,0.775119,5.515069,60.079978,348.565747
1,0.167503,0.8546724299999995,1.345017,11.060207,110.649465,633.898799
2,0.34766,1.316759,0.891134,6.671146,72.44721374999997,419.327507
2,0.317918,0.782553,1.062038,8.267873,84.437629,484.404225
4,0.679906,0.977442,1.065084,8.701427,89.171031,513.858695
3,0.51247,1.5591940700000007,1.081103,9.418796,100.065306,577.811289
6,1.736249,1.146519,0.990395,8.309336,86.476209,498.185323
2,0.256066,0.8967684099999995,1.226593,10.114417,101.934409,584.543587
1,0.2637,0.786016,0.727412,5.986064,62.594554,360.515296
4,0.755552,0.776241,1.750265,14.136732,139.112612,794.545588
5,1.041548,0.711596,0.909723,7.278525,74.195518,425.848746
3,0.505653,0.805411,0.59178,5.047221,53.863337,310.213642
5,1.081013,1.352922,1.078131,8.329658,88.096971,509.12066
2,0.349569,0.8852199500000001,0.711434,6.09944,63.98985193000003,368.099336
3,0.485879,0.63061872,1.30491,10.597053,104.094035,594.754704
2,0.324674,2.028441,2.420181,20.272512,205.384896,1179.250482
1,0.137032,1.136537,0.73006,6.40013,68.579547,396.592549
1,0.141694,0.569625,1.142192,8.742426,86.98382,497.712008
1,0.130411,0.837998,0.495493,3.850229,42.257232,245.260056
3,0.429577,1.045353,1.199089,9.538282,97.511633,560.727685
2,0.333036,1.977507,0.701675,5.056707,62.469205710000026,364.175827
3,0.43538,0.64195,0.778852,6.00473,61.554892,353.331186
6,1.79219,1.477596,0.643705,6.280632,69.568387,404.289232
1,0.250583,1.750313,1.340256,11.287512,118.129904,682.312963
2,0.307392,0.777663,1.49619,13.095519,129.262715,738.519502
5,1.118132,0.9349644000000004,1.009398,8.649079,88.381571,506.830269
1,0.201205,0.660655,0.707675,5.534503,57.112412,328.631333
1,0.199821,0.9422518799999999,1.88855,15.408942,151.669033,867.458575
2,0.340192,0.985471,0.740697,6.338715,66.395759,383.017892
1,0.213355,1.301946,0.42113,3.645116,43.919218,257.392901
6,1.7822,1.546622,1.201241,9.667293,102.323914,590.593076
5,1.044278,0.741383,0.642808,4.692737,49.353737679999995,285.605523
3,0.514626,0.45524,1.485043,13.551856,130.65409216,751.708124
6,1.802452,0.991538,0.858597,7.018383,72.923877,419.952367
5,1.067997,1.1375629900000008,1.273139,10.360368,106.482809,611.767302
1,0.178118,1.104914,1.751723,14.479535,144.4840866499998,827.257563
6,1.792254,0.877508,0.616595,4.983648,52.562079,303.472467
3,0.460702,1.051167,0.797419,6.619825,69.900649,403.974572
5,1.15981,1.833411,0.970185,8.509104,93.788536,544.006439
6,1.876281,1.164968,1.849695,15.191664,151.475839,867.76249
2,0.297095,0.86127,0.768471,5.867113,60.92088,350.827533
1,0.107168,0.8091332499999999,0.788359,6.431422,66.27196077999993,382.332051
1,0.191412,0.934316,1.21077,9.790981,98.73653602000005,566.745184
2,0.372473,1.924557,0.793826,7.110683,81.068784,473.572573
5,1.094618,0.929303,1.06291,9.226825,93.99072,538.903532
6,1.830751,0.992114,0.537614,4.472947,48.880758,283.782812
1,0.10929,0.824543,2.424759,19.468517,189.226012,1080.138548
3,0.505814,1.552076,0.583282,4.315891,52.145411,305.671012
2,0.306102,2.190073,0.879237,7.25096,83.757741,489.815533
1,0.26219,1.197511,0.987092,8.268164,86.134054,496.403125
1,0.275846,0.8321638100000002,2.149156,17.559197,172.78849394999983,986.532636
2,0.298062,1.014822,0.588641,4.658336,51.355348,297.852482
6,1.73061,0.385304,2.211081,17.98219,172.462196,982.488904
2,0.379374,1.347243,1.353739,11.145456,114.501232,658.543668
3,0.451811,0.9505593399999995,1.181563,8.782974,90.401333,519.954503
4,0.684209,1.18689,0.674453,5.116961,57.385669,333.770678
2,0.337664,0.752326,1.256659,10.104049,100.293259,573.971581
7,2.452564,0.857458,0.748717,6.652427,68.08505887999996,392.258546
7,2.547856,0.848394,1.659746,13.350781,132.17136,755.323745
2,0.301908,1.504784,0.678124,5.659931,64.133334,373.277155
2,0.311738,0.859415,0.955746,7.965962,81.05276460000002,465.653219
2,0.408576,2.300357,0.800828,7.117988,84.80567616000006,490.579082
2,0.273569,1.188088,0.673674,6.056103,65.975215,381.970702
1,0.216881,0.600332,1.34518,11.061283,107.734969,615.895938
3,0.45722,0.949881,1.23885,10.01793,101.028185,579.564168
3,0.45718,0.770535,1.621909,13.099,129.983018,743.463937
1,0.215739,0.5990998099999996,0.490686,3.946831,40.436816,232.373919
2,0.353397,1.89608,1.530613,12.438637,131.180644,757.168749
6,1.786618,0.9399907700000008,2.724213,22.668966,223.749526,1279.70015
1,0.22463,1.237735,0.834722,7.046234,75.339749,435.818303
1,0.159655,1.068399,2.134131,17.821958,176.050847,1007.28321
2,0.305783,0.575333,0.900086,7.920426,79.107725,453.303719
7,2.49429,0.824114,0.577548,5.504142,57.39869435000002,334.60692
1,0.13495,1.400336,0.884924,7.341643,79.157302,458.910845
4,0.833934,0.656726,1.520869,12.971742,127.107649,726.194664
5,1.168395,0.363234,0.715145,5.752127,56.615234,323.694134
1,0.108667,0.913162,0.786521,6.954938,72.13573702000002,415.630105
4,0.620357,0.944875,1.267968,10.872662,108.68599003999994,624.614588
2,0.360488,1.055722,1.001225,8.653459,89.04797411000001,511.560014
3,0.498531,1.33831,1.263454,10.448488,108.025384,622.70434
3,0.498612,1.290516,1.099804,8.79504,91.825653,530.095861
3,0.45842,1.109055,1.211489,9.424857,96.637411,556.063529
1,0.169948,1.613188,0.841205,6.91551,76.730384,445.532844
5,1.122555,0.544663,1.097124,9.653508,94.83672027000003,543.534823
2,0.340689,1.23814665,0.690079,5.562313,61.618073,357.691564
1,0.065256,1.284816,1.674264,14.109983,142.25890727999996,815.443154
1,0.164731,0.609068,0.775917,6.731136,68.381761,392.482192
3,0.428598,0.548182,1.570728,12.829321,125.291892,715.162861
4,0.69524,0.742022,0.91079,8.031449,81.265913,466.291003
1,0.325484,0.7675,1.084154,7.769961,78.842848,452.927784
3,0.489542,1.351706,0.820381,6.270843,69.16568010999993,399.864057
1,0.160544,0.7508836600000004,0.666045,5.121957,54.390114,314.517611
3,0.517258,0.709965,0.497627,3.772562,41.162239,237.434134
1,0.200355,0.782976,0.655649,5.537053,58.370156,337.033906
4,0.707484,1.564323,0.878479,7.35468,80.65680090999996,467.615277
2,0.366737,1.005231,1.088447,9.126397,93.30961195,537.792194
6,1.860915,1.00062947,1.498031,12.58221,125.870871,720.928261
1,0.119676,0.956952,0.836689,6.514275,68.051037,392.668392
2,0.360076,1.676694,0.702729,5.303214,61.92061,362.443642
1,0.129902,0.741064,0.561532,4.785554,50.455029,291.554658
6,1.785863,1.692494,1.211701,9.732326,104.81385366000004,602.835026
6,1.712153,1.087845,1.738944,13.700705,137.374446,787.521558
2,0.315526,0.9661215400000011,1.659526,14.063033,139.255803,796.419479
4,0.671725,2.719261,1.328397,11.504034,128.87068138000004,740.701721
5,1.154952,0.655566,1.291,11.260707,110.993903,634.89016
3,0.517091,0.868077,1.972002,16.324103,159.77090439,913.514883
3,0.408882,0.610808,1.142059,9.660937,94.892265,543.00215
1,0.178967,1.463725,1.294924,11.21812,115.790867,666.712326
1,0.140742,1.7828706899999986,0.879578,6.991153,80.168409,468.038055
6,1.695162,1.950273,0.579948,5.22304,63.80064,374.348098
6,1.747237,1.4956337799999997,0.760682,6.37818,71.8769,419.191676
3,0.455744,0.9074869399999992,0.996343,8.575352,87.73183256000006,503.239008
2,0.45773,0.864074,1.024612,8.517241,86.994798,498.932348
2,0.358043,0.512493,2.160877,18.324132,175.858488,1001.61167
4,0.617599,2.2090469399999977,1.033045,8.601701,97.79595654000006,568.157566
6,1.729849,1.20634,1.602456,12.610645,127.575268,732.247207
6,1.809157,0.821369,0.840271,7.504603,76.892261,442.685887
5,1.210583,1.701011,0.882788,6.89516,76.96256102999995,447.844074
3,0.391869,0.677663,0.587662,5.343559,54.928208,316.256952
1,0.082224,1.176623,0.743095,6.087007,65.904833,381.293112
1,0.269769,0.933278,1.234656,10.643972,107.733268,617.579554
6,1.777568,1.3134285199999995,1.003029,8.718864,91.85704575000001,530.380745
3,0.427753,0.974891,1.45816,12.187297,121.722848,697.043811
1,0.202952,0.559691,1.075195,9.063017,88.946438,508.959848
1,0.044433,0.9982640899999992,0.868505,7.325536,75.807345,437.205324
4,0.686648,1.3480781400000006,2.361551,18.653653,187.353108,1073.69435
1,0.192612,0.9659546999999999,0.963135,7.983567,81.999579,472.162534
1,0.222434,1.2610275599999992,1.592333,12.6744,129.179232,741.823099
3,0.420473,0.658223,0.851732,7.086744,72.082522,414.218313
4,0.690764,0.989551,1.32822,10.487357,105.355188,605.391887
4,0.640208,0.778953,1.449482,11.469751,114.349543,654.408283
1,0.18899,1.34823,1.086973,9.598631,100.093927,577.95615
4,0.641712,1.012676,0.389928,3.640786,41.144191,239.888877
1,0.155816,1.317887,1.007328,8.298723,87.620446,506.107457
2,0.286604,1.545093,1.635885,13.553601,138.615186,797.594747
4,0.719036,1.3326481399999996,1.234903,10.076433,104.66537,602.58396
3,0.514091,1.115438,1.195226,10.076615,102.772077,590.186573
5,1.09443,0.6708,0.502127,3.867102,40.518459,233.706076
4,0.688392,0.94830507,0.749625,6.574407,69.080437,399.46423
3,0.398738,0.6725456699999998,1.178854,9.612525,95.94027416999994,549.592929
1,0.161237,0.871425,1.178395,9.542036,96.319955,552.486886
2,0.333884,0.860868,1.625583,13.403492,132.101109,755.286841
2,0.467434,0.675724,0.9437,7.539631,75.755218,434.905764
1,0.120622,0.5355914300000002,1.176248,9.823756,95.992759,547.79203
7,2.621757,0.765476,1.006571,8.079202,81.598006,468.079706
2,0.386238,1.080422,0.67383,5.73977,61.983638,358.96112
6,1.772119,0.583173,0.405629,3.828785,40.34752169999999,233.638607
3,0.559099,1.006293,1.188158,9.50269,96.372374,553.633107
5,1.124767,2.138506,1.072057,8.781516,98.138413,571.395498
3,0.490626,1.505647,0.78093,6.619394,71.899627,418.001589
3,0.468512,1.9298,0.523264,4.137352,52.970131,313.022412
2,0.397573,1.169354,1.286462,10.786175,110.17771685000004,632.156812
1,0.231044,1.54514137,0.899094,7.630692,83.06526207999994,481.386452
4,0.655196,0.748573,1.249508,10.729251,106.67788,611.422377
2,0.270432,0.772799,2.107747,17.125436,167.510638,955.981009
1,0.166072,0.6403566299999994,0.424615,3.121718,31.64781,181.940117
3,0.431166,1.607143,0.755904,6.105622,68.737374,400.551081
1,0.173044,1.851747,0.919661,7.190905,81.45654290000004,473.06972
6,1.81996,0.8366603700000005,1.78949,14.971194,146.398884,837.012331
7,2.525683,0.903408,0.51967,3.817381,41.97447090999997,245.462401
6,1.755947,0.739675,2.16917,18.807164,183.15138,1045.053866
2,0.339296,1.165397,1.055846,9.218542,95.323273,548.874643
1,0.218642,1.56827,0.962328,7.93461,85.331767,493.60863
6,1.645743,0.498023,0.923833,7.959342,77.54796489000005,445.036289
2,0.30606,1.17795,0.839872,6.265828,67.609276,391.164405
7,2.559112,0.895235,1.520815,13.540869,134.03902596999995,769.139125
7,2.608552,1.046402,0.652197,5.138019,55.317639,320.285419
6,1.733493,1.201532,1.148166,9.412687,97.568523,562.022653
2,0.242567,0.927483,0.857553,6.323861,66.825471,385.384842
2,0.36738,0.959412,0.737231,6.269302,66.763241,385.144842
6,1.72632,0.918007,2.81339,22.739794,221.160036,1261.442449
2,0.276911,1.474216,1.182488,9.78436,103.054104,594.572828
1,0.145003,1.18235,1.278013,10.313114,104.888665,602.130278
3,0.461942,1.092243,1.576348,12.558009,127.104232,728.735217
6,1.72785,0.6755971699999996,0.566352,4.344994,45.061639,259.746592
4,0.576201,0.859476,2.0156,16.698857,163.09564718999988,932.847187
3,0.516021,1.432567,0.366564,2.507889,33.833137,200.52877
1,0.239964,1.015193,0.735278,5.759166,62.202693,359.766484
3,0.503744,1.301884,0.832258,7.123116,77.26075845999993,447.388077
7,2.491664,2.2898336900000005,1.261989,11.439784,122.481887,708.082028
1,0.166146,1.515041,1.091428,9.184406,97.886172,565.779938
3,0.470842,1.037966,0.935452,7.341216,76.69755,442.955777
6,1.788027,0.81514,0.995213,8.053706,81.384031,467.392768
4,0.719897,0.590133,0.676239,5.584842,55.841158,319.10866
4,0.649771,0.8991952599999997,0.54942,4.387447,47.837099,277.651789
4,0.690579,0.87774,1.337236,11.380046,114.230221,654.706696
2,0.359259,1.168997,1.319803,10.962166,112.43823268999988,645.362723
2,0.409186,0.7980434899999999,1.884755,15.893521,156.87283,898.030568
5,1.141387,0.9814109099999996,0.729054,5.881631,62.511747,360.29642
5,1.145614,0.49078,1.319333,11.401502,111.55784593000006,638.956943
6,1.762279,0.686611,0.89272,7.289416,73.598961,422.966715
6,1.828611,1.1519993099999988,1.609929,12.877338,129.797927,745.433691
3,0.491656,1.986478,1.504988,13.272032,138.672459,799.334754
3,0.428114,0.961741,1.088155,8.236408,85.472496,491.512549
5,1.17633,1.14011,0.873007,6.89808,73.059005,422.717445
3,0.506063,1.463735,1.468693,11.851219,122.720626,707.387027
4,0.664327,0.722992,1.295325,11.676802,115.09719591999985,658.053442
5,1.082187,1.158036,0.760502,6.989282,74.63872372,432.198915
6,1.772916,0.743642,0.587946,5.44225,56.379715,324.49573
2,0.359554,1.413303,0.890998,7.20956,77.656977,450.840541
2,0.346259,1.062433,1.833388,16.077587,158.83580232000003,910.961915
1,0.191786,1.126799,1.58185,13.181782,132.181913,757.51907
3,0.556166,0.731221,0.640869,5.671662,58.972458,339.467055
1,0.229798,1.326857,0.626816,5.236838,58.88966,342.936734
2,0.345926,2.302246,1.665081,13.700478,145.976711,843.800326
3,0.518234,0.668202,0.634921,5.131039,53.066983,305.250243
2,0.284768,0.872927,1.225953,10.017993,100.471245,575.904246
3,0.491064,1.0204538699999999,0.781587,6.683676,70.6706,407.626461
1,0.266686,1.2080241999999999,1.909455,15.880791,160.407991,920.121064
1,0.165318,0.79946,0.73479,6.042085,62.807052,361.620024
5,1.06378,0.321997,1.579873,13.621965,129.973566,740.455307
2,0.30379,1.722326,1.076746,7.685685,85.03911474000004,492.090313
1,0.121739,1.355543,1.106142,9.318562,97.645587,563.214138
3,0.43193,0.497988,0.454697,4.033801,42.352458,243.639157
5,1.087636,0.78425,0.4143,3.872616,42.13784687999998,246.742207
1,0.105942,1.872497,0.915554,7.518213,84.0310925900001,488.730158
3,0.471949,1.8253242299999988,1.103804,9.178513,100.33318,581.579523
1,0.221335,1.4109404099999994,0.637578,5.64802,63.944411720000005,371.067087
1,0.130833,0.9794665099999996,0.646956,5.927382,63.085354,363.950557
3,0.547132,1.033752,1.251808,10.194685,103.096216,592.487273
3,0.496708,0.948977,1.2525,10.427393,104.23198538999995,598.211413
3,0.522697,1.570346,0.946394,8.469715,90.581126,523.81153
4,0.653588,0.704451,1.366265,10.408412,101.909149,583.873988
7,2.591274,0.724466,0.625202,4.875657,51.95248636000003,300.184336
3,0.416571,1.497968,0.867297,7.73286,83.762101,485.274305
2,0.380907,0.982412,1.93315,16.366175,161.016891,921.138312
5,1.114753,1.6477445900000012,1.027706,8.677273,94.469764,547.244049
2,0.364057,0.73302605,1.051823,8.487584,85.602369,491.396192
2,0.277615,0.978327,2.515266,20.373066,199.390773,1138.522988
1,0.131467,0.7636203799999995,0.571359,4.471515,47.614807,274.197513
1,0.206082,1.002949,1.375163,11.950545,119.778848,686.233246
7,2.501131,0.553541,1.945647,15.780753,151.59141842000008,869.528284
5,1.129322,0.822791,0.878145,7.276487,74.856018,429.96289
4,0.618123,0.562985,1.41037,11.319968,111.110471,635.281424
2,0.378803,1.319918,0.675159,5.900416,65.158222,378.850299
1,0.114594,1.331939,0.759805,6.045306,67.441577,391.952791
1,0.203836,0.54110376,1.166475,9.572718,93.689347,535.343672
2,0.367676,1.704982,1.376338,10.667676,112.478008,649.668466
3,0.436329,2.715473,1.565765,12.256557,135.243667,784.732556
4,0.715581,1.018573,1.873581,15.441375,152.655541,873.868237
4,0.699502,0.773797,0.973382,7.490605,76.390476,438.901546
2,0.309453,2.2129264799999997,1.61195,14.124504,155.081729,900.495714
7,2.49812,0.590027,0.872038,6.360986,64.060396,368.237843
4,0.588348,1.008075,1.434529,11.500448,116.443542,667.477564
3,0.488651,1.074493,1.086537,8.959745,92.043018,529.490954
3,0.392928,1.712679,1.195149,9.701978,103.467146,598.562555
2,0.341162,1.154764,1.184598,9.319426,96.641662,555.790835
1,0.163048,0.8428718699999989,0.526301,3.953549,42.74325,247.842871
2,0.370352,0.683538,0.637852,4.85964,50.31651634999999,291.078885
5,1.091059,0.8914468499999999,1.041869,8.470315,86.368139,495.9096
1,0.159748,0.668465,0.509201,4.976591,52.104201,300.666732
1,0.212814,1.019314,1.394428,11.521263,116.45238,667.23625
1,0.192974,0.797975,1.417114,12.150179,120.00676,687.090805
1,0.192028,0.550122,1.139818,9.594887,94.668067,541.42836
6,1.781551,1.652118,0.638615,5.707732,65.49968,382.169432
4,0.609701,0.7517014000000006,1.73682,13.191407,130.036669,743.376738
2,0.374234,0.7760174700000003,2.258914,18.49167,178.4754118,1020.692233
1,0.206844,0.8778369900000002,1.060596,9.262163,93.835036,538.526827
2,0.28556,1.027726,1.226561,9.878167,100.641466,578.50624
2,0.324191,0.5964022700000001,1.084041,9.637485,94.514238,539.936432
1,0.174255,1.141861,1.23633,10.780919,109.56418580999998,629.211615
2,0.32967,0.657794,0.953302,7.667556,77.414457,443.590539
2,0.353088,1.982605,0.986269,7.925595,89.197573,519.355991
3,0.542736,1.233165,1.436611,11.432234,115.86558,665.56144
3,0.525256,0.852178,2.555505,20.805519,202.425654,1154.734642
1,0.11061,0.742252,0.571193,4.213593,44.754358,258.81582
2,0.367498,0.958882,0.959325,8.076365,83.48373,479.933791
3,0.537615,1.27777,0.623639,4.556364,51.562738,300.27084
3,0.490508,0.989854,1.890441,15.818724,156.10051125000015,892.981012
6,1.812637,0.916802,0.790496,6.764915,70.5206,406.347934
4,0.787093,1.023623,0.561423,3.961645,44.729663,260.989944
1,0.227406,0.785415,1.290816,11.256254,112.090932,641.975765
1,0.188686,0.8619432099999997,2.009176,16.76105,163.708311,935.816893
3,0.523422,0.6351237200000005,1.304003,11.044868,107.931219,616.059717
1,0.183465,1.4601036000000003,1.085368,8.639967,92.284264,533.563618
3,0.472363,1.126955,1.17781,9.954102,102.502605,588.789224
6,1.740517,0.7339,1.761096,14.961987,146.710639,837.977933
3,0.549339,2.137195,0.704914,5.769047,69.742522,409.776453
2,0.295473,1.035419,0.956247,8.680246,89.01741480000003,511.319041
3,0.547786,0.6219337200000004,0.834372,6.89285,69.74026051000004,399.279183
2,0.361388,1.408739,0.626788,5.621052,63.757087,371.469202
3,0.401203,1.172595,0.876911,7.342948,78.41892230999997,451.214233
6,1.77647,1.170969,1.55751,13.068092,131.56657081,753.516975
2,0.231393,0.84341,1.254379,9.667552,96.093381,551.270322
7,2.579823,1.197455,1.293982,10.810832,110.458798,635.378393
6,1.802349,0.8092210799999998,1.060341,8.443217,86.19754891000002,493.902218
1,0.146603,1.249042,1.232851,9.820134,101.73088088000004,584.159909
1,0.182398,0.466742,0.725978,6.679697,66.27610406,381.217628
1,0.273929,0.840676,0.883553,7.194969,74.235093,426.476018
1,0.150933,1.991448,1.079828,8.496461,94.816347,551.686193
1,0.123275,0.735778,1.117402,9.06374,90.932235,520.756768
4,0.760563,0.785421,1.136638,8.84572,88.13351718999998,505.895173
1,0.27435,0.835952,0.946169,8.369986,84.794622,486.878894
2,0.336579,0.61513,0.859874,6.80709,69.529123,399.461663
5,1.156735,0.413411,3.536397,29.351634,279.90389,1592.680767
1,0.243294,0.911891,1.437226,12.385185,123.486805,707.423049
5,1.069037,1.0263830499999995,1.179699,9.520655,97.504561,560.462622
2,0.312129,0.979217,0.910935,7.718916,79.87959855999996,460.400961
1,0.237764,0.943696,0.834863,6.467237,66.80854,384.771516
4,0.77073,1.017365,0.949025,8.798273,90.176589,517.67815
3,0.499312,1.505517,1.124267,9.638515,101.68565,587.092597
6,1.714097,0.926651,0.471341,3.806804,43.064116,250.939297
4,0.785833,0.794825,0.533788,4.089283,44.28785,256.676193
5,1.079613,0.893642,0.775108,6.341291,65.556118,378.211324
2,0.319638,1.26079,1.086385,8.81582,92.31249037999991,533.130325
1,0.193338,1.759115,0.908728,8.269098,90.286509,523.988529
5,1.183869,0.777822,1.806242,14.393221,140.6826750199999,804.72025
5,1.14886,1.040367,0.55269,4.608083,50.590394,293.549127
7,2.569291,1.144929,0.74042,6.093723,65.901398,382.307534
2,0.359559,0.672313,1.836822,15.088446,147.614758,842.877848
2,0.33857,1.057889950000001,1.053847,8.640257,88.9805827,510.950897
5,1.134068,0.556399,1.424665,11.692815,114.40936732000002,653.442645
2,0.209917,0.492816,2.271633,19.067479,183.533961,1046.06408
6,1.743257,1.158005,0.757659,6.486705,69.524629,401.745609
6,1.770154,0.857658,0.961053,8.086641,82.693783,475.819739
2,0.278844,0.9393417000000004,0.896757,6.175679,65.054242,375.203915
5,1.125478,0.992868,0.457565,3.89025,43.858284,255.909373
5,1.095938,0.676678,0.88324,6.615639,66.9843957,384.0095
1,0.263994,0.982061,1.422513,11.980033,120.488075,690.577227
6,1.836739,0.610644,1.241395,10.818894,106.347739,607.813716
3,0.447878,1.744362,1.28099,10.184862,108.91795681000002,628.428709
5,1.098619,0.581358,0.860533,6.986078,69.450836,398.408686
2,0.332697,0.924674,0.769173,6.098246,64.49000887999998,372.09379
6,1.735505,0.659081,1.661469,14.184679,138.744656,791.514519
2,0.346146,1.256297,0.81961,6.791596,73.287744,424.222285
1,0.138307,0.875839,1.124831,9.959939,99.64409500999996,572.840983
6,1.701557,0.81264,1.067515,8.961828,90.035343,515.888058
1,0.207356,1.205182889999999,1.794429,14.883074,150.537279,863.849899
2,0.367871,1.011842,1.474863,12.180152,121.846057,698.200278
7,2.508332,1.229562,0.595649,5.235346,58.371522,339.263313
7,2.593316,0.675346,0.621872,4.429149,45.43928397999999,264.393291
3,0.439589,0.6570700299999999,1.26057,10.421234,102.170602,584.500649
3,0.483826,1.043816,0.974593,8.00263,83.60312652000005,482.199891
2,0.377412,0.880259,0.833544,7.158571,74.001378,425.558479
2,0.334714,1.284762,1.50118,12.294639,125.229755,719.508036
2,0.359132,0.968542,1.077867,8.466127,87.583803,503.574004
